Feb 14 06:50:09 voag uv[798833]: 06:50:09 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=dc7390de-7fa4-41c5-93c5-4f68f8359f11; skipping analysis
Feb 14 07:14:40 voag uv[798833]: 07:14:40 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:14:40 voag uv[798833]: 07:14:40 | INFO    | utils.vertical_routing | Vertical routing: tenant_id=734cd516-e252-4728-9c52-4663ee552653, vertical=realestate
Feb 14 07:14:40 voag uv[798833]: 07:14:40 | INFO    | utils.vertical_routing | Realestate vertical detected but not yet implemented
Feb 14 07:14:40 voag uv[798833]: 07:14:40 | DEBUG   | post_call_analysis.runner | Vertical routing: call_log_id=fcca0df2-c7dc-4789-b256-b45d4eef892e not routed (vertical=realestate, reason=Realestate vertical not yet implemented)
Feb 14 07:14:40 voag uv[798833]: 07:14:40 | DEBUG   | api.routes.analysis | Post-call analysis completed successfully for call_log_id=fcca0df2-c7dc-4789-b256-b45d4eef892e
Feb 14 07:14:40 voag uv[798833]: 07:14:40 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:14:40 voag uv[798833]: 07:14:40 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=fcca0df2-c7dc-4789-b256-b45d4eef892e
Feb 14 07:14:42 voag uv[798833]: 07:14:42 | WARNING | analysis.lead_bookings_extractor | No explicit confirmed time found after all extraction attempts for call fcca0df2-c7dc-4789-b256-b45d4eef892e
Feb 14 07:14:42 voag uv[798833]: 07:14:42 | WARNING | analysis.schedule_calculator | Callback requested but no callback_time provided - will use Stage 2 grade-based schedule
Feb 14 07:14:42 voag uv[798833]: 07:14:42 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:14:42 voag uv[798833]: 07:14:42 | INFO    | db.storage.leads | Assigned lead 431d504b-3499-4ef5-99f8-635b4e50909d to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:14:42 voag uv[798833]: 07:14:42 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=fcca0df2-c7dc-4789-b256-b45d4eef892e
Feb 14 07:14:42 voag uv[798833]: 07:14:42 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=fcca0df2-c7dc-4789-b256-b45d4eef892e
Feb 14 07:14:54 voag uv[798833]: 07:14:54 | INFO    | api.routes.batch | Updated batch entry 79030d93-792d-4402-8533-2fd10bbc84a9 to status=completed
Feb 14 07:14:54 voag uv[798833]: 07:14:54 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=890, failed=0, done_entries=890
Feb 14 07:14:54 voag uv[798833]: INFO:     127.0.0.1:38444 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:14:54 voag uv[798833]: INFO:     127.0.0.1:38452 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:14:54 voag uv[798833]: 07:14:54 | INFO    | api.routes.analysis | Analysis request received for call_log_id=0f9b1e4b-2fd4-4a3c-bd79-0e827e707353
Feb 14 07:14:54 voag uv[798833]: 07:14:54 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.014s)
Feb 14 07:14:54 voag uv[798833]: 07:14:54 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.014s)
Feb 14 07:14:54 voag uv[798833]: 07:14:54 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=0f9b1e4b-2fd4-4a3c-bd79-0e827e707353
Feb 14 07:14:54 voag uv[798833]: 07:14:54 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=0f9b1e4b-2fd4-4a3c-bd79-0e827e707353
Feb 14 07:15:02 voag uv[798833]: 07:15:02 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 3 entries (270s elapsed): ? (call:93ec1d31, status:dispatched), ? (call:260b3a45, status:dispatched), ? (call:799ec896, status:dispatched)
Feb 14 07:15:14 voag uv[798833]: 07:15:14 | INFO    | api.routes.batch | Updated batch entry 1e877c79-e9bc-47b9-8105-1505c94f5fdd to status=completed
Feb 14 07:15:14 voag uv[798833]: 07:15:14 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=891, failed=0, done_entries=891
Feb 14 07:15:14 voag uv[798833]: INFO:     127.0.0.1:45286 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:15:14 voag uv[798833]: INFO:     127.0.0.1:45296 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:15:14 voag uv[798833]: 07:15:14 | INFO    | api.routes.analysis | Analysis request received for call_log_id=799ec896-ee0a-499e-a7bf-cd0a0e684935
Feb 14 07:15:14 voag uv[798833]: 07:15:14 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.018s)
Feb 14 07:15:14 voag uv[798833]: 07:15:14 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=799ec896-ee0a-499e-a7bf-cd0a0e684935
Feb 14 07:15:14 voag uv[798833]: 07:15:14 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=799ec896-ee0a-499e-a7bf-cd0a0e684935
Feb 14 07:15:14 voag uv[798833]: 07:15:14 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.022s)
Feb 14 07:15:26 voag uv[798833]: 07:15:26 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:15:26 voag uv[798833]: 07:15:26 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:15:26 voag uv[798833]: 07:15:26 | INFO    | utils.vertical_routing | Vertical routing: tenant_id=734cd516-e252-4728-9c52-4663ee552653, vertical=realestate
Feb 14 07:15:26 voag uv[798833]: 07:15:26 | INFO    | utils.vertical_routing | Realestate vertical detected but not yet implemented
Feb 14 07:15:26 voag uv[798833]: 07:15:26 | DEBUG   | post_call_analysis.runner | Vertical routing: call_log_id=0f9b1e4b-2fd4-4a3c-bd79-0e827e707353 not routed (vertical=realestate, reason=Realestate vertical not yet implemented)
Feb 14 07:15:26 voag uv[798833]: 07:15:26 | DEBUG   | api.routes.analysis | Post-call analysis completed successfully for call_log_id=0f9b1e4b-2fd4-4a3c-bd79-0e827e707353
Feb 14 07:15:26 voag uv[798833]: 07:15:26 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:15:26 voag uv[798833]: 07:15:26 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=0f9b1e4b-2fd4-4a3c-bd79-0e827e707353
Feb 14 07:15:28 voag uv[798833]: 07:15:28 | WARNING | analysis.lead_bookings_extractor | No explicit confirmed time found after all extraction attempts for call 0f9b1e4b-2fd4-4a3c-bd79-0e827e707353
Feb 14 07:15:28 voag uv[798833]: 07:15:28 | WARNING | analysis.schedule_calculator | Callback requested but no callback_time provided - will use Stage 2 grade-based schedule
Feb 14 07:15:28 voag uv[798833]: 07:15:28 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:15:28 voag uv[798833]: 07:15:28 | INFO    | db.storage.leads | Assigned lead a37cda43-0b0a-47e2-a565-35ecc4a795fb to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:15:28 voag uv[798833]: 07:15:28 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=0f9b1e4b-2fd4-4a3c-bd79-0e827e707353
Feb 14 07:15:28 voag uv[798833]: 07:15:28 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=0f9b1e4b-2fd4-4a3c-bd79-0e827e707353
Feb 14 07:15:32 voag uv[798833]: 07:15:32 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 2 entries (300s elapsed): ? (call:93ec1d31, status:dispatched), ? (call:260b3a45, status:dispatched)
Feb 14 07:15:45 voag uv[798833]: 07:15:45 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:15:45 voag uv[798833]: 07:15:45 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:15:45 voag uv[798833]: 07:15:45 | INFO    | utils.vertical_routing | Vertical routing: tenant_id=734cd516-e252-4728-9c52-4663ee552653, vertical=realestate
Feb 14 07:15:45 voag uv[798833]: 07:15:45 | INFO    | utils.vertical_routing | Realestate vertical detected but not yet implemented
Feb 14 07:15:45 voag uv[798833]: 07:15:45 | DEBUG   | post_call_analysis.runner | Vertical routing: call_log_id=799ec896-ee0a-499e-a7bf-cd0a0e684935 not routed (vertical=realestate, reason=Realestate vertical not yet implemented)
Feb 14 07:15:45 voag uv[798833]: 07:15:45 | DEBUG   | api.routes.analysis | Post-call analysis completed successfully for call_log_id=799ec896-ee0a-499e-a7bf-cd0a0e684935
Feb 14 07:15:45 voag uv[798833]: 07:15:45 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:15:45 voag uv[798833]: 07:15:45 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=799ec896-ee0a-499e-a7bf-cd0a0e684935
Feb 14 07:15:47 voag uv[798833]: 07:15:47 | WARNING | analysis.lead_bookings_extractor | No explicit confirmed time found after all extraction attempts for call 799ec896-ee0a-499e-a7bf-cd0a0e684935
Feb 14 07:15:47 voag uv[798833]: 07:15:47 | WARNING | analysis.schedule_calculator | Callback requested but no callback_time provided - will use Stage 2 grade-based schedule
Feb 14 07:15:47 voag uv[798833]: 07:15:47 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:15:47 voag uv[798833]: 07:15:47 | INFO    | db.storage.leads | Assigned lead fc28c3cc-c194-47d1-a0fd-6790234674a1 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:15:47 voag uv[798833]: 07:15:47 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=799ec896-ee0a-499e-a7bf-cd0a0e684935
Feb 14 07:15:47 voag uv[798833]: 07:15:47 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=799ec896-ee0a-499e-a7bf-cd0a0e684935
Feb 14 07:16:02 voag uv[798833]: 07:16:02 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 2 entries (330s elapsed): ? (call:93ec1d31, status:dispatched), ? (call:260b3a45, status:dispatched)
Feb 14 07:16:32 voag uv[798833]: 07:16:32 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 2 entries (360s elapsed): ? (call:93ec1d31, status:dispatched), ? (call:260b3a45, status:dispatched)
Feb 14 07:17:03 voag uv[798833]: 07:17:02 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 2 entries (391s elapsed): ? (call:93ec1d31, status:dispatched), ? (call:260b3a45, status:dispatched)
Feb 14 07:17:33 voag uv[798833]: 07:17:33 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 2 entries (421s elapsed): ? (call:93ec1d31, status:dispatched), ? (call:260b3a45, status:dispatched)
Feb 14 07:18:03 voag uv[798833]: 07:18:03 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 2 entries (451s elapsed): ? (call:93ec1d31, status:dispatched), ? (call:260b3a45, status:dispatched)
Feb 14 07:18:33 voag uv[798833]: 07:18:33 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 2 entries (481s elapsed): ? (call:93ec1d31, status:dispatched), ? (call:260b3a45, status:dispatched)
